date,media,article_id,category,subcategory,page_views
20260815,Digmedia,310811,志望動機,志望動機,1
20260815,Digmedia,310821,ES,gakuchika,1
20260815,Digmedia,310827,ES,gakuchika,1
20260815,Digmedia,310831,ES,gakuchika,1
20260815,Digmedia,310833,面接,軸（業界）,1
20260815,Digmedia,310834,自己PR,文字pr,2
20260815,Digmedia,310839,面接,軸（その他）,1
20260815,Digmedia,310840,自己PR,pr,3
20260815,Digmedia,310841,ES,gakuchika,1
20260815,Digmedia,310843,ES,gakuchika,4
20260815,Digmedia,310846,面接,軸（その他）,1
20260815,Digmedia,310848,面接,軸（業界）,1
20260815,Digmedia,310860,志望動機,志望動機,1
20260815,Digmedia,310862,面接,軸（業界）,1
20260815,Digmedia,310864,面接,軸（業界）,1
20260815,Digmedia,310869,自己PR,pr,1
20260815,Digmedia,310870,志望動機,志望動機,7
20260815,Digmedia,310876,ES,gakuchika,1
